Vehicle_Id,Date_Time,X,Y,Speed,Bearing
0,7/23/21 12:01 AM,-118.1971936,33.96549861,70,48.371
0,7/23/21 12:01 AM,-118.1971082,33.96539269,70,51.24
0,7/23/21 12:01 AM,-118.1969766,33.96529201,70,52.656
0,7/23/21 12:01 AM,-118.1968601,33.96523019,70,50.73
0,7/23/21 12:01 AM,-118.1967616,33.9651118,70,51.474
0,7/23/21 12:01 AM,-118.196657,33.96503533,70,52.314
0,7/23/21 12:01 AM,-118.1965356,33.96493919,70,52.914
0,7/23/21 12:01 AM,-118.1964291,33.96486209,70,49.032
0,7/23/21 12:01 AM,-118.196312,33.96474787,70,51.715
0,7/23/21 12:01 AM,-118.1961837,33.9646556,70,52.098
0,7/23/21 12:01 AM,-118.1960905,33.96459223,70,51.718
0,7/23/21 12:01 AM,-118.1959757,33.96449092,70,52.681
0,7/23/21 12:01 AM,-118.1958485,33.96440641,70,52.95
0,7/23/21 12:01 AM,-118.1957391,33.96431551,70,52.882
0,7/23/21 12:01 AM,-118.1956258,33.96421981,70,51.173
0,7/23/21 12:01 AM,-118.1955191,33.96413326,70,49.814
0,7/23/21 12:01 AM,-118.1954292,33.96404091,70,49.204
0,7/23/21 12:01 AM,-118.1952975,33.9639571,70,50.106
0,7/23/21 12:01 AM,-118.1952018,33.96389118,70,52.199
0,7/23/21 12:01 AM,-118.1950799,33.96379279,70,49.908
0,7/23/21 12:01 AM,-118.194969,33.96370273,70,49.594
0,7/23/21 12:01 AM,-118.1948531,33.96361227,70,51.631
0,7/23/21 12:01 AM,-118.1947476,33.96351502,70,49.747
0,7/23/21 12:01 AM,-118.1946461,33.96343776,70,48.455
0,7/23/21 12:01 AM,-118.1945295,33.96337362,70,48.729
0,7/23/21 12:01 AM,-118.1944361,33.96331014,70,48.634
0,7/23/21 12:01 AM,-118.1943222,33.96319267,70,50.994
0,7/23/21 12:01 AM,-118.194203,33.96310024,70,52.177
0,7/23/21 12:01 AM,-118.1941097,33.96301516,70,52.445
0,7/23/21 12:01 AM,-118.1939851,33.96293749,70,49.732
0,7/23/21 12:01 AM,-118.1938904,33.96283196,70,50.839
0,7/23/21 12:01 AM,-118.1937967,33.96274735,70,50.289
0,7/23/21 12:01 AM,-118.1936678,33.96266336,70,49.772
0,7/23/21 12:01 AM,-118.1935525,33.96256839,70,51.669
0,7/23/21 12:01 AM,-118.193444,33.96248891,70,50.591
0,7/23/21 12:01 AM,-118.1933253,33.96238955,70,50.302
0,7/23/21 12:01 AM,-118.1932202,33.96231463,70,50.19
0,7/23/21 12:01 AM,-118.1931173,33.96222149,70,48.883
0,7/23/21 12:01 AM,-118.1930056,33.96214192,70,50.885
0,7/23/21 12:01 AM,-118.1928976,33.96204992,70,48.836
0,7/23/21 12:01 AM,-118.192803,33.96196117,70,52.398
0,7/23/21 12:01 AM,-118.192678,33.96185124,70,52.09
0,7/23/21 12:01 AM,-118.1925642,33.96179351,70,49.048
0,7/23/21 12:01 AM,-118.1924777,33.96169666,70,51.794
0,7/23/21 12:01 AM,-118.192365,33.96160955,70,50.034
0,7/23/21 12:01 AM,-118.1922321,33.96152883,70,50.895
0,7/23/21 12:01 AM,-118.1921307,33.9614505,70,51.483
0,7/23/21 12:01 AM,-118.1920213,33.96134294,70,50.181
0,7/23/21 12:01 AM,-118.1918892,33.96125027,70,49.954
0,7/23/21 12:01 AM,-118.1918076,33.96116095,70,50.138
0,7/23/21 12:01 AM,-118.1916897,33.96109204,70,50.233
0,7/23/21 12:01 AM,-118.1915976,33.96099042,70,52.465
0,7/23/21 12:01 AM,-118.1914879,33.96090284,70,49.806
0,7/23/21 12:01 AM,-118.1913507,33.96081978,70,50.619
0,7/23/21 12:01 AM,-118.1912535,33.96076536,70,49.886
0,7/23/21 12:01 AM,-118.1911407,33.96064579,70,48.826
0,7/23/21 12:02 AM,-118.1910321,33.96057717,70,52.376
0,7/23/21 12:02 AM,-118.1909183,33.96046736,70,52.133
0,7/23/21 12:02 AM,-118.1908207,33.96039212,70,49.047
0,7/23/21 12:02 AM,-118.190693,33.96028975,70,50.367
0,7/23/21 12:02 AM,-118.1905865,33.96021449,70,48.909
0,7/23/21 12:02 AM,-118.1904896,33.96011941,70,49.366
0,7/23/21 12:02 AM,-118.1903679,33.96004822,70,52.758
0,7/23/21 12:02 AM,-118.1902433,33.95995795,70,49.755
0,7/23/21 12:02 AM,-118.1901419,33.95987951,70,49.642
0,7/23/21 12:02 AM,-118.1900459,33.95978285,70,50.592
0,7/23/21 12:02 AM,-118.1899487,33.95967799,70,48.831
0,7/23/21 12:02 AM,-118.1898365,33.95962976,70,50.867
0,7/23/21 12:02 AM,-118.1897229,33.95953002,70,48.755
0,7/23/21 12:02 AM,-118.1896171,33.95943204,70,50.551
0,7/23/21 12:02 AM,-118.1894932,33.95936595,70,49.052
0,7/23/21 12:02 AM,-118.1893791,33.95926768,70,49.694
0,7/23/21 12:02 AM,-118.1892863,33.95916491,70,51.274
0,7/23/21 12:02 AM,-118.1891688,33.95907424,70,52.511
0,7/23/21 12:02 AM,-118.1890339,33.95900891,70,52.983
0,7/23/21 12:02 AM,-118.1889453,33.95890731,70,50.981
0,7/23/21 12:02 AM,-118.1888197,33.95883247,70,48.905
0,7/23/21 12:02 AM,-118.1887133,33.95873171,70,52.041
0,7/23/21 12:02 AM,-118.1885987,33.95866629,70,49.434
0,7/23/21 12:02 AM,-118.1884681,33.95856348,70,48.449
0,7/23/21 12:02 AM,-118.1883885,33.95848733,70,50.165
0,7/23/21 12:02 AM,-118.1882744,33.95841327,70,49.199
0,7/23/21 12:02 AM,-118.1881683,33.95830151,70,52.698
0,7/23/21 12:02 AM,-118.18805,33.9582182,70,52.16
0,7/23/21 12:02 AM,-118.1879451,33.95812417,70,51.737
0,7/23/21 12:02 AM,-118.1878444,33.95805033,70,48.505
0,7/23/21 12:02 AM,-118.1877353,33.95795822,70,51.44
0,7/23/21 12:02 AM,-118.1876385,33.95785874,70,50.623
0,7/23/21 12:02 AM,-118.1875007,33.95778077,70,51.283
0,7/23/21 12:02 AM,-118.1873899,33.95767559,70,50.765
0,7/23/21 12:02 AM,-118.187294,33.9575905,70,49.443
0,7/23/21 12:02 AM,-118.1871891,33.95750949,70,48.475
0,7/23/21 12:02 AM,-118.187063,33.95744136,70,50.657
0,7/23/21 12:02 AM,-118.1869646,33.95733418,70,49.58
0,7/23/21 12:02 AM,-118.1868584,33.9572642,70,52.601
0,7/23/21 12:02 AM,-118.1867359,33.95715435,70,52.971
0,7/23/21 12:02 AM,-118.1866192,33.95706426,70,52.494
0,7/23/21 12:02 AM,-118.1865202,33.95699965,70,50.387
0,7/23/21 12:02 AM,-118.1864055,33.95689425,70,48.964
0,7/23/21 12:02 AM,-118.1863015,33.95682353,70,50.16
0,7/23/21 12:02 AM,-118.1861896,33.95671239,70,52.905
0,7/23/21 12:02 AM,-118.186073,33.95663839,70,50.408
0,7/23/21 12:02 AM,-118.1859876,33.95653413,70,48.885
0,7/23/21 12:02 AM,-118.1858782,33.95645318,70,48.669
0,7/23/21 12:02 AM,-118.1857546,33.95637387,70,50.533
0,7/23/21 12:02 AM,-118.1856577,33.95628174,70,50.889
0,7/23/21 12:02 AM,-118.1855343,33.95618796,70,52.823
0,7/23/21 12:02 AM,-118.1854192,33.95609554,70,51.592
0,7/23/21 12:02 AM,-118.185313,33.95601383,70,51.653
0,7/23/21 12:02 AM,-118.1852035,33.95593199,70,49.072
0,7/23/21 12:02 AM,-118.1850911,33.95585827,70,48.943
0,7/23/21 12:02 AM,-118.1849651,33.95575068,70,50.244
0,7/23/21 12:02 AM,-118.1848463,33.95568671,70,49.648
0,7/23/21 12:02 AM,-118.1847131,33.95561525,70,52.566
0,7/23/21 12:02 AM,-118.1845728,33.95559733,70,52.068
0,7/23/21 12:02 AM,-118.1844195,33.95556185,70,50.635
0,7/23/21 12:03 AM,-118.1842851,33.95553157,70,48.937
0,7/23/21 12:03 AM,-118.1841746,33.95552497,70,32.737
0,7/23/21 12:03 AM,-118.18413,33.95553634,70,16.537
0,7/23/21 12:03 AM,-118.1840563,33.95552393,70,23.828
0,7/23/21 12:03 AM,-118.1839665,33.95546654,70,32.788
0,7/23/21 12:03 AM,-118.1839804,33.95533688,70,39.418
0,7/23/21 12:03 AM,-118.1839316,33.9552521,70,42.654
0,7/23/21 12:03 AM,-118.1839186,33.95513163,70,47.93
0,7/23/21 12:03 AM,-118.183906,33.95497644,70,55.16
0,7/23/21 12:03 AM,-118.1838495,33.95485844,70,57.769
0,7/23/21 12:03 AM,-118.1838157,33.95472931,70,55.879
0,7/23/21 12:03 AM,-118.1838113,33.95457327,70,56.473
0,7/23/21 12:03 AM,-118.1837893,33.95445483,70,55.14
0,7/23/21 12:03 AM,-118.1837635,33.95431727,70,55.473
0,7/23/21 12:03 AM,-118.1837686,33.95418778,70,58.569
0,7/23/21 12:03 AM,-118.1837687,33.95403801,70,57.23
0,7/23/21 12:03 AM,-118.1837381,33.95390732,70,50.825
0,7/23/21 12:03 AM,-118.183727,33.9538176,70,37.702
0,7/23/21 12:03 AM,-118.1837131,33.95375915,70,21.502
0,7/23/21 12:03 AM,-118.1837167,33.95375714,70,5.302
0,7/23/21 12:03 AM,-118.1837173,33.95374823,70,0.219
0,7/23/21 12:03 AM,-118.1836926,33.95375506,70,0.129
0,7/23/21 12:03 AM,-118.1837093,33.95374606,70,0.01
0,7/23/21 12:03 AM,-118.1837078,33.95373914,70,0.002
0,7/23/21 12:03 AM,-118.1836994,33.95374231,70,0.001
0,7/23/21 12:03 AM,-118.183702,33.95376815,70,0
0,7/23/21 12:03 AM,-118.1836957,33.95375219,70,0
0,7/23/21 12:03 AM,-118.1837196,33.95375649,70,0
0,7/23/21 12:03 AM,-118.1837144,33.95375456,70,0
0,7/23/21 12:03 AM,-118.1837086,33.95373719,70,0
0,7/23/21 12:03 AM,-118.1837188,33.95374716,70,0
0,7/23/21 12:03 AM,-118.1837111,33.95375411,70,0
0,7/23/21 12:03 AM,-118.1837192,33.95376649,70,0
0,7/23/21 12:03 AM,-118.1837331,33.95374994,70,0
0,7/23/21 12:03 AM,-118.1837194,33.9537645,70,0
0,7/23/21 12:03 AM,-118.1837299,33.95375111,70,0
0,7/23/21 12:03 AM,-118.1837213,33.95376701,70,0
0,7/23/21 12:03 AM,-118.1837092,33.95374247,70,0
0,7/23/21 12:03 AM,-118.1836918,33.95374283,70,0
0,7/23/21 12:03 AM,-118.1837075,33.95374462,70,0
0,7/23/21 12:03 AM,-118.1837187,33.95375092,70,0
0,7/23/21 12:03 AM,-118.183714,33.95374509,70,0
0,7/23/21 12:03 AM,-118.1837198,33.95375016,70,0
0,7/23/21 12:03 AM,-118.1837138,33.95374544,70,0
0,7/23/21 12:03 AM,-118.1837193,33.95376512,70,0
0,7/23/21 12:03 AM,-118.1836967,33.95373813,70,8.655
0,7/23/21 12:03 AM,-118.1837182,33.95368972,70,13.677
0,7/23/21 12:03 AM,-118.1837206,33.9536205,70,22.115
0,7/23/21 12:03 AM,-118.1836966,33.95355097,70,29.355
0,7/23/21 12:03 AM,-118.1836824,33.95346418,70,36.956
0,7/23/21 12:03 AM,-118.1836624,33.95337039,70,41.756
0,7/23/21 12:03 AM,-118.1836328,33.95325164,70,48.592
0,7/23/21 12:03 AM,-118.1836038,33.95310864,70,57.085
0,7/23/21 12:03 AM,-118.183564,33.95296719,70,55.645
0,7/23/21 12:03 AM,-118.1835169,33.95284927,70,55.411
0,7/23/21 12:03 AM,-118.1835086,33.9527057,70,58.283
0,7/23/21 12:03 AM,-118.1834405,33.95254045,70,59.634
0,7/23/21 12:03 AM,-118.1834629,33.95238175,70,68.055
0,7/23/21 12:03 AM,-118.1834421,33.95224457,70,51.855
0,7/23/21 12:03 AM,-118.1834766,33.9521743,70,35.655
0,7/23/21 12:04 AM,-118.1835353,33.95212581,70,19.455
0,7/23/21 12:04 AM,-118.1836077,33.9521194,70,27.268
0,7/23/21 12:04 AM,-118.1837146,33.95210818,70,36.058
0,7/23/21 12:04 AM,-118.1838435,33.95213348,70,42.992
0,7/23/21 12:04 AM,-118.1840078,33.95210953,70,49.593
0,7/23/21 12:04 AM,-118.1841479,33.95214566,70,54.711
0,7/23/21 12:04 AM,-118.184348,33.95215477,70,59.56
0,7/23/21 12:04 AM,-118.1845368,33.95218081,70,67.894
0,7/23/21 12:04 AM,-118.1847814,33.95220326,70,74.721
0,7/23/21 12:04 AM,-118.1849912,33.95221017,70,82.622
0,7/23/21 12:04 AM,-118.1852792,33.95224571,70,90.712
0,7/23/21 12:04 AM,-118.1855913,33.95225613,70,100.027
0,7/23/21 12:04 AM,-118.1858915,33.9523119,70,104.992
0,7/23/21 12:04 AM,-118.1861774,33.9523541,70,104.171
0,7/23/21 12:04 AM,-118.1865065,33.95238153,70,105.518
0,7/23/21 12:04 AM,-118.186832,33.9523988,70,102.738
0,7/23/21 12:04 AM,-118.1871343,33.95242448,70,102.946
0,7/23/21 12:04 AM,-118.1874523,33.95246904,70,104.871
0,7/23/21 12:04 AM,-118.1877479,33.95249286,70,105.722
0,7/23/21 12:04 AM,-118.1880591,33.95252415,70,102.509
0,7/23/21 12:04 AM,-118.1883801,33.95251408,70,101.331
0,7/23/21 12:04 AM,-118.1886919,33.95253998,70,105.941
0,7/23/21 12:04 AM,-118.1889969,33.95257175,70,105.475
0,7/23/21 12:04 AM,-118.1892819,33.95260108,70,93.653
0,7/23/21 12:04 AM,-118.1895014,33.95261881,70,77.52
0,7/23/21 12:04 AM,-118.189687,33.95262727,70,61.32
0,7/23/21 12:04 AM,-118.1898381,33.95266205,70,45.12
0,7/23/21 12:04 AM,-118.1899223,33.95266611,70,28.982
0,7/23/21 12:04 AM,-118.1899524,33.9526855,70,22.197
0,7/23/21 12:04 AM,-118.1899502,33.95273786,70,21.85
0,7/23/21 12:04 AM,-118.1899523,33.95280527,70,29.977
0,7/23/21 12:04 AM,-118.1899355,33.95288885,70,35.051
0,7/23/21 12:04 AM,-118.1899197,33.95300893,70,40.52
0,7/23/21 12:04 AM,-118.1899176,33.9530495,70,24.32
0,7/23/21 12:04 AM,-118.1899227,33.95310083,70,20.409
0,7/23/21 12:04 AM,-118.1899768,33.953127,70,18.464
0,7/23/21 12:04 AM,-118.1900667,33.95313226,70,24.407
0,7/23/21 12:04 AM,-118.1901413,33.95313791,70,29.337
0,7/23/21 12:04 AM,-118.1902374,33.9531372,70,34.166
0,7/23/21 12:04 AM,-118.1903545,33.9531488,70,41.709
0,7/23/21 12:04 AM,-118.1905217,33.95317237,70,50.594
0,7/23/21 12:04 AM,-118.1906631,33.95318582,70,48.328
0,7/23/21 12:04 AM,-118.1908177,33.9532092,70,50.17
0,7/23/21 12:04 AM,-118.1909554,33.95321228,70,50.682
0,7/23/21 12:04 AM,-118.1911,33.95322945,70,49.294
0,7/23/21 12:04 AM,-118.1912524,33.95325564,70,52.92
1,7/23/2021 0:00,-118.1648227,33.95605133,70,0
1,7/23/2021 0:00,-118.1648457,33.95605664,70,8.093
1,7/23/2021 0:00,-118.1649094,33.95601731,70,17.006
1,7/23/2021 0:00,-118.1649492,33.95600648,70,21.814
1,7/23/2021 0:00,-118.1650416,33.95596252,70,26.936
1,7/23/2021 0:00,-118.1651277,33.95596899,70,32.444
1,7/23/2021 0:00,-118.1652328,33.95594288,70,37.359
1,7/23/2021 0:00,-118.1653874,33.95593418,70,45.402
1,7/23/2021 0:00,-118.1654815,33.95595641,70,44.126
1,7/23/2021 0:00,-118.1656178,33.95596445,70,44.92
1,7/23/2021 0:00,-118.1657692,33.95599323,70,44.832
1,7/23/2021 0:00,-118.1659137,33.95600005,70,43.404
1,7/23/2021 0:00,-118.1660251,33.95604053,70,43.874
1,7/23/2021 0:00,-118.1661739,33.95603918,70,45.536
1,7/23/2021 0:00,-118.1663126,33.95605495,70,43.609
1,7/23/2021 0:00,-118.1664297,33.95608043,70,44.966
1,7/23/2021 0:00,-118.1665786,33.95607765,70,44.002
1,7/23/2021 0:00,-118.1667101,33.95608867,70,42.834
1,7/23/2021 0:00,-118.1668282,33.95613016,70,46.64
1,7/23/2021 0:00,-118.1669597,33.9561257,70,45.983
1,7/23/2021 0:00,-118.1670718,33.95613638,70,42.307
1,7/23/2021 0:00,-118.1672357,33.95617099,70,46.559
1,7/23/2021 0:00,-118.1673553,33.95614684,70,45.499
1,7/23/2021 0:00,-118.1675083,33.95618411,70,45.846
1,7/23/2021 0:00,-118.1676308,33.95619584,70,46.187
1,7/23/2021 0:00,-118.1677825,33.95620719,70,43.628
1,7/23/2021 0:00,-118.1678907,33.95623349,70,43.737
1,7/23/2021 0:00,-118.1680482,33.95624361,70,43.554
1,7/23/2021 0:00,-118.1681597,33.95625185,70,45.211
1,7/23/2021 0:00,-118.1682962,33.95626964,70,43.917
1,7/23/2021 0:00,-118.1684168,33.95627507,70,45.958
1,7/23/2021 0:00,-118.1685672,33.95631528,70,46.825
1,7/23/2021 0:00,-118.168711,33.95632843,70,44.116
1,7/23/2021 0:00,-118.1688411,33.95633106,70,45.479
1,7/23/2021 0:00,-118.1689658,33.95632512,70,43.566
1,7/23/2021 0:00,-118.1690476,33.9563656,70,30.953
1,7/23/2021 0:00,-118.1691123,33.95635939,70,21.357
1,7/23/2021 0:00,-118.1691771,33.95636966,70,15.476
1,7/23/2021 0:00,-118.1691929,33.95640638,70,14.799
1,7/23/2021 0:00,-118.1691621,33.95644637,70,14.838
1,7/23/2021 0:00,-118.1691131,33.95645701,70,19.667
1,7/23/2021 0:00,-118.1690522,33.95652141,70,27.079
1,7/23/2021 0:00,-118.1689897,33.95657008,70,32.825
1,7/23/2021 0:00,-118.1689016,33.95664988,70,39.522
1,7/23/2021 0:00,-118.1688179,33.95672755,70,48.637
1,7/23/2021 0:00,-118.1686992,33.95682747,70,54.967
1,7/23/2021 0:00,-118.1685701,33.95693802,70,61.346
1,7/23/2021 0:00,-118.1684203,33.95706878,70,70.176
1,7/23/2021 0:00,-118.1682852,33.95722235,70,72.741
1,7/23/2021 0:00,-118.1681224,33.95734691,70,71.276
1,7/23/2021 0:00,-118.1679977,33.95748033,70,73.058
1,7/23/2021 0:00,-118.1678416,33.95761807,70,71.606
1,7/23/2021 0:00,-118.1677345,33.95773782,70,73.43
1,7/23/2021 0:00,-118.1675555,33.95788038,70,74.269
1,7/23/2021 0:00,-118.1674128,33.95801988,70,71.857
1,7/23/2021 0:00,-118.1672661,33.95816006,70,70.754
1,7/23/2021 0:00,-118.1671206,33.95831034,70,74.73
1,7/23/2021 0:00,-118.16695,33.95844207,70,74.814
1,7/23/2021 0:00,-118.1668308,33.95857229,70,73.84
1,7/23/2021 0:01,-118.1666783,33.95871019,70,73.828
1,7/23/2021 0:01,-118.1665296,33.95886793,70,72.859
1,7/23/2021 0:01,-118.1663746,33.95898373,70,71.85
1,7/23/2021 0:01,-118.1662226,33.95910067,70,73.398
1,7/23/2021 0:01,-118.1660929,33.95926698,70,71.69
1,7/23/2021 0:01,-118.1659435,33.95938723,70,70.944
1,7/23/2021 0:01,-118.1658065,33.95951177,70,73.157
1,7/23/2021 0:01,-118.1656362,33.95965635,70,71.035
1,7/23/2021 0:01,-118.1655133,33.95977563,70,70.739
1,7/23/2021 0:01,-118.1653715,33.95991131,70,72.38
1,7/23/2021 0:01,-118.1652258,33.96004032,70,73.443
1,7/23/2021 0:01,-118.1650667,33.96019627,70,74.593
1,7/23/2021 0:01,-118.1649258,33.96031215,70,74.724
1,7/23/2021 0:01,-118.1647703,33.96045947,70,71.912
1,7/23/2021 0:01,-118.1646267,33.96060915,70,74.873
1,7/23/2021 0:01,-118.1644821,33.96073719,70,73.665
1,7/23/2021 0:01,-118.1643247,33.96089027,70,74.464
1,7/23/2021 0:01,-118.1641595,33.96101254,70,73.775
1,7/23/2021 0:01,-118.1640423,33.96114854,70,71.551
1,7/23/2021 0:01,-118.163878,33.96129927,70,74.886
1,7/23/2021 0:01,-118.163737,33.9614279,70,73.8
1,7/23/2021 0:01,-118.1635941,33.96157151,70,75.028
1,7/23/2021 0:01,-118.1634472,33.96170482,70,71.041
1,7/23/2021 0:01,-118.1633006,33.96183064,70,71.461
1,7/23/2021 0:01,-118.1631657,33.96198439,70,71.936
1,7/23/2021 0:01,-118.1630072,33.96211238,70,72.226
1,7/23/2021 0:01,-118.1628618,33.96223439,70,71.521
1,7/23/2021 0:01,-118.1626847,33.96236859,70,74.859
1,7/23/2021 0:01,-118.1625581,33.96250841,70,73.82
1,7/23/2021 0:01,-118.1624367,33.96263369,70,63.248
1,7/23/2021 0:01,-118.1622836,33.96275414,70,71.625
1,7/23/2021 0:01,-118.1621407,33.96290856,70,74.008
1,7/23/2021 0:01,-118.1620165,33.9630158,70,71.549
1,7/23/2021 0:01,-118.161865,33.9631804,70,74.599
1,7/23/2021 0:01,-118.1617079,33.96330449,70,71.453
1,7/23/2021 0:01,-118.1615758,33.96344983,70,74.943
1,7/23/2021 0:01,-118.1614116,33.9635772,70,70.57
1,7/23/2021 0:01,-118.1612612,33.96372312,70,70.588
1,7/23/2021 0:01,-118.1611361,33.96383929,70,71.451
1,7/23/2021 0:01,-118.1609761,33.96399493,70,72.982
1,7/23/2021 0:01,-118.1608326,33.96413754,70,72.653
1,7/23/2021 0:01,-118.1606879,33.96425552,70,71.72
1,7/23/2021 0:01,-118.1605609,33.96441111,70,73.914
1,7/23/2021 0:01,-118.1604187,33.96451958,70,72.358
1,7/23/2021 0:01,-118.1602742,33.96469128,70,71.589
1,7/23/2021 0:01,-118.1601188,33.96479718,70,70.787
1,7/23/2021 0:01,-118.1599756,33.96492794,70,74.663
1,7/23/2021 0:01,-118.1598244,33.9650507,70,71.379
1,7/23/2021 0:01,-118.1596806,33.96522154,70,70.756
1,7/23/2021 0:01,-118.1595399,33.96532881,70,72.773
1,7/23/2021 0:01,-118.1593921,33.96547502,70,73.278
1,7/23/2021 0:01,-118.1592476,33.96558792,70,71.914
1,7/23/2021 0:01,-118.1590943,33.96572943,70,72.157
1,7/23/2021 0:01,-118.15896,33.96586583,70,71.63
1,7/23/2021 0:01,-118.1588153,33.96599425,70,71.561
1,7/23/2021 0:01,-118.1586608,33.96613187,70,73.501
1,7/23/2021 0:01,-118.1585295,33.96628791,70,73.883
1,7/23/2021 0:01,-118.1583584,33.96641181,70,74.636
1,7/23/2021 0:01,-118.1582312,33.96655386,70,73.7
1,7/23/2021 0:01,-118.1580638,33.96668125,70,73.725
1,7/23/2021 0:02,-118.1579195,33.96683805,70,73.174
1,7/23/2021 0:02,-118.1577891,33.96697929,70,72.211
1,7/23/2021 0:02,-118.1576536,33.96712107,70,70.547
1,7/23/2021 0:02,-118.157565,33.96726808,70,71.859
1,7/23/2021 0:02,-118.1574397,33.96742997,70,74.352
1,7/23/2021 0:02,-118.1573373,33.9675824,70,73.456
1,7/23/2021 0:02,-118.1572258,33.96777224,70,73.013
1,7/23/2021 0:02,-118.15712,33.96790921,70,72.085
1,7/23/2021 0:02,-118.1570005,33.96807631,70,74.897
1,7/23/2021 0:02,-118.156906,33.96823474,70,71.481
1,7/23/2021 0:02,-118.1567825,33.96837539,70,72.048
1,7/23/2021 0:02,-118.1566516,33.96854026,70,73.34
1,7/23/2021 0:02,-118.1565787,33.96869206,70,71.504
1,7/23/2021 0:02,-118.1564529,33.96885832,70,72.744
1,7/23/2021 0:02,-118.1563752,33.96900564,70,70.495
1,7/23/2021 0:02,-118.1562557,33.96916792,70,70.849
